日時,レース名,グレード,着順,馬名,年齢,騎手,調教師
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,9,ラインオブダンス,牝3,坂井 瑠星,矢作 芳人
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,10,シャレード,牝3,戸崎 圭太,藤原 英昭
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,11,フアナ,牝3,C.ルメール,角居 勝彦
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,12,アブレイズ,牝3,藤井 勘一郎,池江 泰寿
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,13,ヤマニンプティパ,牝3,竹之下 智昭,千田 輝彦
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,14,シャムロックヒル,牝3,団野 大成,佐々木 晶三
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,15,セウラサーリ,牝3,池添 謙一,西園 正都
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,16,チャイカ,牝3,松山 弘平,今野 貞一
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,17,エレナアヴァンティ,牝3,幸 英明,宗像 義忠
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,18,ウーマンズハート,牝3,藤岡 康太,西浦 勝一
2020年9月21日,朝日杯セントライト記念,GⅡ,1,バビット,牡3,内田 博幸,浜田 多実雄
2020年9月21日,朝日杯セントライト記念,GⅡ,2,サトノフラッグ,牡3,戸崎 圭太,国枝 栄
2020年9月21日,朝日杯セントライト記念,GⅡ,3,ガロアクリーク,牡3,川田 将雅,上原 博之
2020年9月21日,朝日杯セントライト記念,GⅡ,4,ラインハイト,牡3,北村 友一,石坂 正
2020年9月21日,朝日杯セントライト記念,GⅡ,5,ヴァルコス,牡3,三浦 皇成,友道 康夫
2020年9月21日,朝日杯セントライト記念,GⅡ,6,ココロノトウダイ,牡3,丸山 元気,手塚 貴久
2020年9月21日,朝日杯セントライト記念,GⅡ,7,フィリオアレグロ,牡3,M.デムーロ,堀 宣行
2020年9月21日,朝日杯セントライト記念,GⅡ,8,サペラヴィ,牡3,石橋 脩,相沢 郁
2020年9月21日,朝日杯セントライト記念,GⅡ,9,リスペクト,牡3,C.ルメール,奥村 武
2020年9月21日,朝日杯セントライト記念,GⅡ,10,マイネルソラス,牡3,丹内 祐次,和田 正一郎
2020年9月21日,朝日杯セントライト記念,GⅡ,11,ピースディオン,牡3,田辺 裕信,大竹 正博
2020年9月21日,朝日杯セントライト記念,GⅡ,12,ダノンファスト,牡3,横山 典弘,菊沢 隆徳
2020年9月27日,産経賞オールカマー,GⅡ,1,センテリュオ,牝5,戸崎 圭太,高野 友和
2020年9月27日,産経賞オールカマー,GⅡ,2,カレンブーケドール,牝4,津村 明秀,国枝 栄
2020年9月27日,産経賞オールカマー,GⅡ,3,ステイフーリッシュ,牡5,田辺 裕信,矢作 芳人
2020年9月27日,産経賞オールカマー,GⅡ,4,クレッシェンドラヴ,牡6,内田 博幸,林 徹
2020年9月27日,産経賞オールカマー,GⅡ,5,ミッキースワロー,牡6,横山 典弘,菊沢 隆徳
2020年9月27日,産経賞オールカマー,GⅡ,6,サンアップルトン,牡4,柴田 善臣,中野 栄治
2020年9月27日,産経賞オールカマー,GⅡ,7,ジェネラーレウーノ,牡5,三浦 皇成,矢野 英一
2020年9月27日,産経賞オールカマー,GⅡ,8,オウケンムーン,牡5,北村 宏司,国枝 栄
2020年9月27日,産経賞オールカマー,GⅡ,9,アウトライアーズ,牡6,丸田 恭介,小島 茂之
2020年9月27日,神戸新聞杯,GⅡ,1,コントレイル,牡3,福永 祐一,矢作 芳人
2020年9月27日,神戸新聞杯,GⅡ,2,ヴェルトライゼンデ,牡3,池添 謙一,池江 泰寿
2020年9月27日,神戸新聞杯,GⅡ,3,ロバートソンキー,牡3,伊藤 工真,林 徹
2020年9月27日,神戸新聞杯,GⅡ,4,ディープボンド,牡3,和田 竜二,大久保 龍志
2020年9月27日,神戸新聞杯,GⅡ,5,ターキッシュパレス,牡3,富田 暁,昆 貢
2020年9月27日,神戸新聞杯,GⅡ,6,エンデュミオン,牡3,秋山 真一郎,清水 久詞
2020年9月27日,神戸新聞杯,GⅡ,7,レクセランス,牡3,松山 弘平,池添 学
2020年9月27日,神戸新聞杯,GⅡ,8,アイアンバローズ,牡3,北村 友一,角居 勝彦
2020年9月27日,神戸新聞杯,GⅡ,9,マンオブスピリット,牡3,M.デムーロ,斉藤 崇史
2020年9月27日,神戸新聞杯,GⅡ,10,ディープキング,牡3,岩田 望来,藤原 英昭
2020年9月27日,神戸新聞杯,GⅡ,11,ビターエンダー,牡3,吉田 隼人,相沢 郁
2020年9月27日,神戸新聞杯,GⅡ,12,パンサラッサ,牡3,坂井 瑠星,矢作 芳人
2020年9月27日,神戸新聞杯,GⅡ,13,シンボ,牡3,古川 吉洋,斉藤 正弘
2020年9月27日,神戸新聞杯,GⅡ,14,イロゴトシ,牡3,小崎 綾也,牧田 和弥
2020年9月27日,神戸新聞杯,GⅡ,15,メイショウボサツ,牡3,藤岡 康太,西浦 勝一
2020年9月27日,神戸新聞杯,GⅡ,16,ファルコニア,牡3,川田 将雅,角居 勝彦
2020年9月27日,神戸新聞杯,GⅡ,17,グランデマーレ,牡3,藤岡 佑介,藤岡 健一
2020年9月27日,神戸新聞杯,GⅡ,18,マイラプソディ,牡3,武 豊,友道 康夫
2020年10月3日,シリウスステークス,GⅢ,1,カフェファラオ,牡3,C.ルメール,堀 宣行
2020年10月3日,シリウスステークス,GⅢ,2,サクラアリュール,牡5,藤岡 康太,村山 明
2020年10月3日,シリウスステークス,GⅢ,3,エイコーン,牡5,高倉 稜,吉田 直弘
2020年10月3日,シリウスステークス,GⅢ,4,ダノンスプレンダー,牡4,川田 将雅,安田 隆行
2020年10月3日,シリウスステークス,GⅢ,5,メイショウワザシ,牡5,浜中 俊,南井 克巳
2020年10月3日,シリウスステークス,GⅢ,6,アルドーレ,牡5,横山 典弘,昆 貢
2020年10月3日,シリウスステークス,GⅢ,7,サンデーウィザード,牡8,秋山 真一郎,大久保 龍志
2020年10月3日,シリウスステークス,GⅢ,8,エムオーグリッタ,牡6,団野 大成,古賀 慎明
2020年10月3日,シリウスステークス,GⅢ,9,グレートタイム,牡5,福永 祐一,藤原 英昭
2020年10月3日,シリウスステークス,GⅢ,10,テーオーヘリオス,牡8,荻野 琢真,梅田 智之
2020年10月3日,シリウスステークス,GⅢ,11,ミツバ,牡8,岩田 望来,加用 正
2020年10月3日,シリウスステークス,GⅢ,12,ナムラアラシ,牡7,幸 英明,牧田 和弥
2020年10月3日,シリウスステークス,GⅢ,13,キメラヴェリテ,牡3,松若 風馬,中竹 和也
2020年10月3日,シリウスステークス,GⅢ,14,ダイシンインディー,牡4,吉田 隼人,戸田 博文
2020年10月3日,シリウスステークス,GⅢ,15,ランスオブプラーナ,牡4,太宰 啓介,本田 優
2020年10月3日,シリウスステークス,GⅢ,16,ダイメイコリーダ,牡3,松山 弘平,森田 直行
2020年10月4日,スプリンターズステークス,GⅠ,1,グランアレグリア,牝4,C.ルメール,藤沢 和雄
2020年10月4日,スプリンターズステークス,GⅠ,2,ダノンスマッシュ,牡5,川田 将雅,安田 隆行
2020年10月4日,スプリンターズステークス,GⅠ,3,アウィルアウェイ,牝4,松山 弘平,高野 友和
2020年10月4日,スプリンターズステークス,GⅠ,4,ミスターメロディ,牡5,福永 祐一,藤原 英昭
2020年10月4日,スプリンターズステークス,GⅠ,5,クリノガウディー,牡4,三浦 皇成,藤沢 則雄
2020年10月4日,スプリンターズステークス,GⅠ,6,レッドアンシェル,牡6,M.デムーロ,庄野 靖志
2020年10月4日,スプリンターズステークス,GⅠ,7,メイショウグロッケ,牝6,浜中 俊,荒川 義之
2020年10月4日,スプリンターズステークス,GⅠ,8,ダイメイプリンセス,牝7,秋山 真一郎,森田 直行
2020年10月4日,スプリンターズステークス,GⅠ,9,ライトオンキュー,牡5,古川 吉洋,昆 貢
2020年10月4日,スプリンターズステークス,GⅠ,10,モズスーパーフレア,牝5,松若 風馬,音無 秀孝
2020年10月4日,スプリンターズステークス,GⅠ,11,エイティーンガール,牝4,池添 謙一,飯田 祐史
2020年10月4日,スプリンターズステークス,GⅠ,12,キングハート,牡7,北村 宏司,星野 忍
2020年10月4日,スプリンターズステークス,GⅠ,13,ダイアトニック,牡5,横山 典弘,安田 隆行
2020年10月4日,スプリンターズステークス,GⅠ,14,ダイメイフジ,牡6,菱田 裕二,森田 直行
2020年10月4日,スプリンターズステークス,GⅠ,15,ラブカンプー,牝5,斎藤 新,森田 直行
2020年10月4日,スプリンターズステークス,GⅠ,16,ビアンフェ,牡3,藤岡 佑介,中竹 和也
2020年10月10日,サウジアラビアロイヤルカップ,GⅢ,1,ステラヴェローチェ,牡2,横山 典弘,須貝 尚介
2020年10月10日,サウジアラビアロイヤルカップ,GⅢ,2,インフィナイト,牝2,北村 友一,音無 秀孝
2020年10月10日,サウジアラビアロイヤルカップ,GⅢ,3,セイウンダイモス,牡2,内田 博幸,和田 勇介
2020年10月10日,サウジアラビアロイヤルカップ,GⅢ,4,ジャンカズマ,牡2,戸崎 圭太,安田 翔伍
2020年10月10日,サウジアラビアロイヤルカップ,GⅢ,5,キングストンボーイ,牡2,C.ルメール,藤沢 和雄
2020年10月10日,サウジアラビアロイヤルカップ,GⅢ,6,ビゾンテノブファロ,牡2,原 優介,小桧山 悟
2020年10月10日,サウジアラビアロイヤルカップ,GⅢ,7,スペシャルトーク,牡2,M.デムーロ,杉浦 宏昭
2020年10月10日,サウジアラビアロイヤルカップ,GⅢ,8,カガフラッシュ,牡2,江田 照男,萱野 浩二
2020年10月10日,サウジアラビアロイヤルカップ,GⅢ,9,ピンクカメハメハ,牡2,三浦 皇成,森 秀行
2020年10月10日,サウジアラビアロイヤルカップ,GⅢ,10,ダディーズビビッド,牡2,大野 拓弥,千田 輝彦
2020年10月11日,毎日王冠,GⅡ,1,サリオス,牡3,C.ルメール,堀 宣行
2020年10月11日,毎日王冠,GⅡ,2,ダイワキャグニー,せん6,内田 博幸,菊沢 隆徳
2020年10月11日,毎日王冠,GⅡ,3,サンレイポケット,牡5,荻野 極,高橋 義忠
2020年10月11日,毎日王冠,GⅡ,4,カデナ,牡6,三浦 皇成,中竹 和也
2020年10月11日,毎日王冠,GⅡ,5,ザダル,牡4,田辺 裕信,大竹 正博
2020年10月11日,毎日王冠,GⅡ,6,トーラスジェミニ,牡4,木幡 育也,小桧山 悟
2020年10月11日,毎日王冠,GⅡ,7,コントラチェック,牝4,丸山 元気,藤沢 和雄
2020年10月11日,毎日王冠,GⅡ,8,ワンダープチュック,牡6,柴田 大知,河内 洋
2020年10月11日,毎日王冠,GⅡ,9,アイスストーム,牡5,石橋 脩,吉村 圭司
2020年10月11日,毎日王冠,GⅡ,10,サトノインプレッサ,牡3,戸崎 圭太,矢作 芳人
2020年10月11日,毎日王冠,GⅡ,11,カイザーメランジェ,牡5,武藤 雅,中野 栄治
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,1,グローリーヴェイズ,牡5,川田 将雅,尾関 知人
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,2,キセキ,牡6,浜中 俊,角居 勝彦
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,3,キングオブコージ,牡4,横山 典弘,安田 翔伍
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,4,シルヴァンシャー,牡5,北村 友一,池江 泰寿
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,5,ステイフーリッシュ,牡5,藤岡 佑介,矢作 芳人
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,6,パフォーマプロミス,牡8,福永 祐一,藤原 英昭
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,7,ダンビュライト,せん6,松若 風馬,音無 秀孝
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,8,アイスバブル,牡5,幸 英明,池江 泰寿
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,9,バイオスパーク,牡5,和田 竜二,浜田 多実雄
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,10,カセドラルベル,牝4,松山 弘平,西村 真幸
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,11,リッジマン,牡7,古川 吉洋,庄野 靖志
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,12,ノーブルマーズ,牡7,高倉 稜,宮本 博
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,13,ミスマンマミーア,牝5,池添 謙一,寺島 良
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,14,タイセイトレイル,牡5,川須 栄彦,矢作 芳人
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,15,ドゥオーモ,牡7,藤岡 康太,野中 賢二
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,16,モンドインテロ,牡8,嶋田 純次,手塚 貴久
2020年10月11日,農林水産省賞典 京都大賞典,GⅡ,17,アルバート,牡9,岩田 康誠,橋口 慎介
2020年10月17日,アイルランドトロフィー府中牝馬ステークス,GⅡ,1,サラキア,牝5,北村 友一,池添 学
2020年10月17日,アイルランドトロフィー府中牝馬ステークス,GⅡ,2,シャドウディーヴァ,牝4,内田 博幸,斎藤 誠
2020年10月17日,アイルランドトロフィー府中牝馬ステークス,GⅡ,3,サムシングジャスト,牝4,松山 弘平,松田 国英
2020年10月17日,アイルランドトロフィー府中牝馬ステークス,GⅡ,4,トロワゼトワル,牝5,横山 典弘,安田 隆行
2020年10月17日,アイルランドトロフィー府中牝馬ステークス,GⅡ,5,ラヴズオンリーユー,牝4,M.デムーロ,矢作 芳人
2020年10月17日,アイルランドトロフィー府中牝馬ステークス,GⅡ,6,ダノンファンタジー,牝4,川田 将雅,中内田 充正
2020年10月17日,アイルランドトロフィー府中牝馬ステークス,GⅡ,7,シゲルピンクダイヤ,牝4,幸 英明,渡辺 薫彦
2020年10月17日,アイルランドトロフィー府中牝馬ステークス,GⅡ,8,フェアリーポルカ,牝4,和田 竜二,西村 真幸
2020年10月18日,東京ハイジャンプ,J・GⅡ,1,メイショウダッサイ,牡7,森 一馬,飯田 祐史
2020年10月18日,東京ハイジャンプ,J・GⅡ,2,ヒロシゲセブン,牡5,高田 潤,北出 成人
2020年10月18日,東京ハイジャンプ,J・GⅡ,3,マイブルーヘブン,牡6,難波 剛健,高橋 義忠
2020年10月18日,東京ハイジャンプ,J・GⅡ,4,スズカプレスト,牡8,北沢 伸也,橋田 満
2020年10月18日,東京ハイジャンプ,J・GⅡ,5,コウユーヌレエフ,牡6,平沢 健治,斉藤 崇史
2020年10月18日,東京ハイジャンプ,J・GⅡ,6,セイウンフォーカス,牡5,中村 将之,宮本 博
2020年10月18日,東京ハイジャンプ,J・GⅡ,7,トップアスリート,せん4,西谷 誠,池添 学
2020年10月18日,東京ハイジャンプ,J・GⅡ,8,ネプチュナイト,牡5,小坂 忠士,友道 康夫
2020年10月18日,秋華賞,GⅠ,1,デアリングタクト,牝3,松山 弘平,杉山 晴紀
2020年10月18日,秋華賞,GⅠ,2,マジックキャッスル,牝3,大野 拓弥,国枝 栄
2020年10月18日,秋華賞,GⅠ,3,ソフトフルート,牝3,藤岡 康太,松田 国英
2020年10月18日,秋華賞,GⅠ,4,パラスアテナ,牝3,坂井 瑠星,高柳 瑞樹
2020年10月18日,秋華賞,GⅠ,5,ミスニューヨーク,牝3,長岡 禎仁,杉山 晴紀
2020年10月18日,秋華賞,GⅠ,6,オーマイダーリン,牝3,幸 英明,河内 洋
2020年10月18日,秋華賞,GⅠ,7,マルターズディオサ,牝3,田辺 裕信,手塚 貴久
2020年10月18日,秋華賞,GⅠ,8,ムジカ,牝3,秋山 真一郎,鈴木 孝志
2020年10月18日,秋華賞,GⅠ,9,ウインマイティー,牝3,和田 竜二,五十嵐 忠男
2020年10月18日,秋華賞,GⅠ,10,フィオリキアリ,牝3,北村 友一,清水 久詞
2020年10月18日,秋華賞,GⅠ,11,アブレイズ,牝3,藤井 勘一郎,池江 泰寿
2020年10月18日,秋華賞,GⅠ,12,ダンツエリーゼ,牝3,太宰 啓介,本田 優
2020年10月18日,秋華賞,GⅠ,13,リアアメリア,牝3,川田 将雅,中内田 充正
2020年10月18日,秋華賞,GⅠ,14,ミヤマザクラ,牝3,福永 祐一,藤原 英昭
2020年10月18日,秋華賞,GⅠ,15,ウインマリリン,牝3,横山 武史,手塚 貴久
2020年10月18日,秋華賞,GⅠ,16,サンクテュエール,牝3,C.ルメール,藤沢 和雄
2020年10月18日,秋華賞,GⅠ,17,クラヴァシュドール,牝3,M.デムーロ,中内田 充正
2020年10月18日,秋華賞,GⅠ,18,ホウオウピースフル,牝3,池添 謙一,大竹 正博
2020年10月24日,富士ステークス,GⅡ,1,ヴァンドギャルド,牡4,福永 祐一,藤原 英昭
